user,total_format,like_cnt,repost_cnt,comment_cnt,profile_url,full_profile_url,attitudes_count,comments_count,reposts_count,region_name,text_raw,created_at,h5_url,follower_count,weibo_count,hot_weibo_count,hot_weibo_likes
Vista看电影,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/006YpXMvly8htd0yoxwexj30e80e8t8y.jpg?KID=imgbed,tva&Expires=1728625937&ssig=zE4ElpFcdB",127.6万,831784,306472,137832,https://weibo.com/u/6389565155,146,33,30,发布于 北京,"#明年春节档电影阵容#
目前预备2025春节档上映电影有《射雕英雄传：侠之大者》《哪吒之魔童闹海》《唐人街1900》《封神第二部》《蛟龙行动》《熊出没11》《无名之辈2》

很多都是续集，相比之下我比较期待封神2和无名之辈2，因为第一部的评分都很高，珠玉在前嘛，看看第二部能不能再创新高[憧憬] ​",Fri Oct 11 09:05:37 +0800 2024,暂无视频,2706460,381,39,5995814
-高学历疯批-,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/732bda19ly8hgdflcpfxbj20dw0dw74i.jpg?KID=imgbed,tva&Expires=1728625941&ssig=sP4AAcjoz1",1683.2万,13897092,1865795,1068927,https://weibo.com/u/1932253721,267,68,46,发布于 贵州,#SM确认洪承汉不退团# 我服了 我还是被这则消息给弹醒的😵‍💫 ​,Fri Oct 11 09:18:59 +0800 2024,暂无视频,5409479,726,12,2836117
星扒客push,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/76e4e5b4ly8gdi949udl3j20u00u0goz.jpg?KID=imgbed,tva&Expires=1728625941&ssig=RK8iyIB3zr",2290.5万,9919197,8298970,4686954,https://weibo.com/u/1994712500,493,67,61,发布于 北京,"娜扎央视镜头下的形象真是让人眼前一亮。是大家喜欢的“体制内女友”那般模样。

她的五官精致、眼神灵动、脸型立体，这些特点本已让她在镜头前格外抢眼。穿上白衬衫黑西装，扎起低马尾，整体造型显得既大气干练又不失温柔，给人一种成熟而优雅的感觉。这种气质就像是从高干小说中走出来的女主角一样， ​",Fri Oct 11 09:49:06 +0800 2024,暂无视频,5517963,342,19,1125184
我又用small号发东西了,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007ZJ1xrly8gbsosobqr7j30ro0rotaw.jpg?KID=imgbed,tva&Expires=1728625941&ssig=AZuhpUq2Bw",1134.4万,10628982,366369,348914,https://weibo.com/u/7325016997,306,21,9,发布于 河北,"#Jennie新歌#
“This that pretty girl mantra，
She that stunna，
Ereone know that she is me。”
女王我真的跪下了🥵🥵🥵 ​",Fri Oct 11 09:23:18 +0800 2024,暂无视频,3510400,199,52,2340979
芒果新娱,"https://tvax4.sinaimg.cn/crop.0.0.750.750.180/5ed752a6ly8gci2fitle6j20ku0kuq3o.jpg?KID=imgbed,tva&Expires=1728625941&ssig=SGQmG4bq4T",1.26亿,90375612,18224489,16922760,https://weibo.com/u/1591169702,279,50,15,暂无地区信息,#孟宴臣1011生日快乐# 永远会为孟宴臣发疯！魏大勋给角色赋予了丰富的灵魂刻进了骨子里，演员和角色相辅相成彼此成就！孟宴臣生日快乐，演员魏大勋也会越来越好[心] ​@魏大勋 ​,Fri Oct 11 09:15:37 +0800 2024,暂无视频,9627814,341,30,2797743
哼哼搞事业,"https://tvax2.sinaimg.cn/crop.0.0.672.672.180/86f4ada1ly8hotw5h50xuj20io0io0t2.jpg?KID=imgbed,tva&Expires=1728625941&ssig=ZRPcRmFTDg",887.1万,5650904,1696103,1524190,https://weibo.com/u/2264182177,240,47,101,发布于 天津,我帮李想摘一朵[可怜]#朱一龙##电影志愿军存亡之战# http://t.cn/A6EQBD0T ​,Fri Oct 11 09:15:35 +0800 2024,https://video.weibo.com/show?fid=1034:5088218597752860,4329763,226,52,1993550
Vista看电影,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/006YpXMvly8htd0yoxwexj30e80e8t8y.jpg?KID=imgbed,tva&Expires=1728625941&ssig=Drthw1Ve9M",127.6万,831784,306472,137832,https://weibo.com/u/6389565155,146,33,30,发布于 北京,"#明年春节档电影阵容#
目前预备2025春节档上映电影有《射雕英雄传：侠之大者》《哪吒之魔童闹海》《唐人街1900》《封神第二部》《蛟龙行动》《熊出没11》《无名之辈2》

很多都是续集，相比之下我比较期待封神2和无名之辈2，因为第一部的评分都很高，珠玉在前嘛，看看第二部能不能再创新高[憧憬] ​",Fri Oct 11 09:05:37 +0800 2024,暂无视频,7975512,617,31,2427010
-高学历疯批-,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/732bda19ly8hgdflcpfxbj20dw0dw74i.jpg?KID=imgbed,tva&Expires=1728625944&ssig=wgGV6y6H%2BO",1683.2万,13897092,1865795,1068927,https://weibo.com/u/1932253721,267,68,46,发布于 贵州,#SM确认洪承汉不退团# 我服了 我还是被这则消息给弹醒的😵‍💫 ​,Fri Oct 11 09:18:59 +0800 2024,暂无视频,5998361,192,68,2656631
星扒客push,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/76e4e5b4ly8gdi949udl3j20u00u0goz.jpg?KID=imgbed,tva&Expires=1728625944&ssig=nOGW%2BTKo9T",2290.5万,9919197,8298970,4686954,https://weibo.com/u/1994712500,493,67,61,发布于 北京,"娜扎央视镜头下的形象真是让人眼前一亮。是大家喜欢的“体制内女友”那般模样。

她的五官精致、眼神灵动、脸型立体，这些特点本已让她在镜头前格外抢眼。穿上白衬衫黑西装，扎起低马尾，整体造型显得既大气干练又不失温柔，给人一种成熟而优雅的感觉。这种气质就像是从高干小说中走出来的女主角一样， ​",Fri Oct 11 09:49:06 +0800 2024,暂无视频,6063742,298,25,1854127
我又用small号发东西了,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007ZJ1xrly8gbsosobqr7j30ro0rotaw.jpg?KID=imgbed,tva&Expires=1728625944&ssig=NZKjFpi%2FMp",1134.4万,10628982,366369,348914,https://weibo.com/u/7325016997,306,21,9,发布于 河北,"#Jennie新歌#
“This that pretty girl mantra，
She that stunna，
Ereone know that she is me。”
女王我真的跪下了🥵🥵🥵 ​",Fri Oct 11 09:23:18 +0800 2024,暂无视频,4100966,279,33,4803626
芒果新娱,"https://tvax4.sinaimg.cn/crop.0.0.750.750.180/5ed752a6ly8gci2fitle6j20ku0kuq3o.jpg?KID=imgbed,tva&Expires=1728625944&ssig=brvTDjMP3P",1.26亿,90375612,18224489,16922760,https://weibo.com/u/1591169702,279,50,15,暂无地区信息,#孟宴臣1011生日快乐# 永远会为孟宴臣发疯！魏大勋给角色赋予了丰富的灵魂刻进了骨子里，演员和角色相辅相成彼此成就！孟宴臣生日快乐，演员魏大勋也会越来越好[心] ​@魏大勋 ​,Fri Oct 11 09:15:37 +0800 2024,暂无视频,4208228,272,25,4623711
哼哼搞事业,"https://tvax2.sinaimg.cn/crop.0.0.672.672.180/86f4ada1ly8hotw5h50xuj20io0io0t2.jpg?KID=imgbed,tva&Expires=1728625944&ssig=jA6T%2BJRToy",887.1万,5650904,1696103,1524190,https://weibo.com/u/2264182177,240,47,101,发布于 天津,我帮李想摘一朵[可怜]#朱一龙##电影志愿军存亡之战# http://t.cn/A6EQBD0T ​,Fri Oct 11 09:15:35 +0800 2024,https://video.weibo.com/show?fid=1034:5088218597752860,3909480,310,13,4149964
Vista看电影,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/006YpXMvly8htd0yoxwexj30e80e8t8y.jpg?KID=imgbed,tva&Expires=1728625944&ssig=EXMbvUwHwL",127.6万,831784,306472,137832,https://weibo.com/u/6389565155,146,33,30,发布于 北京,"#明年春节档电影阵容#
目前预备2025春节档上映电影有《射雕英雄传：侠之大者》《哪吒之魔童闹海》《唐人街1900》《封神第二部》《蛟龙行动》《熊出没11》《无名之辈2》

很多都是续集，相比之下我比较期待封神2和无名之辈2，因为第一部的评分都很高，珠玉在前嘛，看看第二部能不能再创新高[憧憬] ​",Fri Oct 11 09:05:37 +0800 2024,暂无视频,4690059,315,55,1694343
-高学历疯批-,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/732bda19ly8hgdflcpfxbj20dw0dw74i.jpg?KID=imgbed,tva&Expires=1728625946&ssig=M6PW6cgDka",1683.2万,13897092,1865795,1068927,https://weibo.com/u/1932253721,267,68,46,发布于 贵州,#SM确认洪承汉不退团# 我服了 我还是被这则消息给弹醒的😵‍💫 ​,Fri Oct 11 09:18:59 +0800 2024,暂无视频,3526109,332,99+,2602545
星扒客push,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/76e4e5b4ly8gdi949udl3j20u00u0goz.jpg?KID=imgbed,tva&Expires=1728625946&ssig=rNF6Czgp3c",2290.5万,9919197,8298970,4686954,https://weibo.com/u/1994712500,493,67,61,发布于 北京,"娜扎央视镜头下的形象真是让人眼前一亮。是大家喜欢的“体制内女友”那般模样。

她的五官精致、眼神灵动、脸型立体，这些特点本已让她在镜头前格外抢眼。穿上白衬衫黑西装，扎起低马尾，整体造型显得既大气干练又不失温柔，给人一种成熟而优雅的感觉。这种气质就像是从高干小说中走出来的女主角一样， ​",Fri Oct 11 09:49:06 +0800 2024,暂无视频,5233337,233,50,1817321
我又用small号发东西了,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007ZJ1xrly8gbsosobqr7j30ro0rotaw.jpg?KID=imgbed,tva&Expires=1728625946&ssig=0BGqI1EquI",1134.4万,10628982,366369,348914,https://weibo.com/u/7325016997,306,21,9,发布于 河北,"#Jennie新歌#
“This that pretty girl mantra，
She that stunna，
Ereone know that she is me。”
女王我真的跪下了🥵🥵🥵 ​",Fri Oct 11 09:23:18 +0800 2024,暂无视频,4742430,318,42,4748316
芒果新娱,"https://tvax4.sinaimg.cn/crop.0.0.750.750.180/5ed752a6ly8gci2fitle6j20ku0kuq3o.jpg?KID=imgbed,tva&Expires=1728625946&ssig=Q2HXY9Opqb",1.26亿,90375612,18224489,16922760,https://weibo.com/u/1591169702,279,50,15,暂无地区信息,#孟宴臣1011生日快乐# 永远会为孟宴臣发疯！魏大勋给角色赋予了丰富的灵魂刻进了骨子里，演员和角色相辅相成彼此成就！孟宴臣生日快乐，演员魏大勋也会越来越好[心] ​@魏大勋 ​,Fri Oct 11 09:15:37 +0800 2024,暂无视频,4956245,357,13,3307193
哼哼搞事业,"https://tvax2.sinaimg.cn/crop.0.0.672.672.180/86f4ada1ly8hotw5h50xuj20io0io0t2.jpg?KID=imgbed,tva&Expires=1728625946&ssig=7%2BAs3qmiTn",887.1万,5650904,1696103,1524190,https://weibo.com/u/2264182177,240,47,101,发布于 天津,我帮李想摘一朵[可怜]#朱一龙##电影志愿军存亡之战# http://t.cn/A6EQBD0T ​,Fri Oct 11 09:15:35 +0800 2024,https://video.weibo.com/show?fid=1034:5088218597752860,7621247,363,0,0
Vista看电影,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/006YpXMvly8htd0yoxwexj30e80e8t8y.jpg?KID=imgbed,tva&Expires=1728625946&ssig=JxJ4DdPnou",127.6万,831784,306472,137832,https://weibo.com/u/6389565155,146,33,30,发布于 北京,"#明年春节档电影阵容#
目前预备2025春节档上映电影有《射雕英雄传：侠之大者》《哪吒之魔童闹海》《唐人街1900》《封神第二部》《蛟龙行动》《熊出没11》《无名之辈2》

很多都是续集，相比之下我比较期待封神2和无名之辈2，因为第一部的评分都很高，珠玉在前嘛，看看第二部能不能再创新高[憧憬] ​",Fri Oct 11 09:05:37 +0800 2024,暂无视频,3914028,314,46,4493847
-高学历疯批-,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/732bda19ly8hgdflcpfxbj20dw0dw74i.jpg?KID=imgbed,tva&Expires=1728625950&ssig=6FNjciwq6H",1683.2万,13897092,1865795,1068927,https://weibo.com/u/1932253721,267,68,46,发布于 贵州,#SM确认洪承汉不退团# 我服了 我还是被这则消息给弹醒的😵‍💫 ​,Fri Oct 11 09:18:59 +0800 2024,暂无视频,3329932,226,28,5847610
星扒客push,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/76e4e5b4ly8gdi949udl3j20u00u0goz.jpg?KID=imgbed,tva&Expires=1728625950&ssig=68TJVlo7D5",2290.5万,9919197,8298970,4686954,https://weibo.com/u/1994712500,493,67,61,发布于 北京,"娜扎央视镜头下的形象真是让人眼前一亮。是大家喜欢的“体制内女友”那般模样。

她的五官精致、眼神灵动、脸型立体，这些特点本已让她在镜头前格外抢眼。穿上白衬衫黑西装，扎起低马尾，整体造型显得既大气干练又不失温柔，给人一种成熟而优雅的感觉。这种气质就像是从高干小说中走出来的女主角一样， ​",Fri Oct 11 09:49:06 +0800 2024,暂无视频,4752451,306,83,2591165
我又用small号发东西了,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007ZJ1xrly8gbsosobqr7j30ro0rotaw.jpg?KID=imgbed,tva&Expires=1728625950&ssig=qP75P6ChJx",1134.4万,10628982,366369,348914,https://weibo.com/u/7325016997,306,21,9,发布于 河北,"#Jennie新歌#
“This that pretty girl mantra，
She that stunna，
Ereone know that she is me。”
女王我真的跪下了🥵🥵🥵 ​",Fri Oct 11 09:23:18 +0800 2024,暂无视频,3137831,176,0,0
芒果新娱,"https://tvax4.sinaimg.cn/crop.0.0.750.750.180/5ed752a6ly8gci2fitle6j20ku0kuq3o.jpg?KID=imgbed,tva&Expires=1728625950&ssig=03rHa1Z29S",1.26亿,90375612,18224489,16922760,https://weibo.com/u/1591169702,279,50,15,暂无地区信息,#孟宴臣1011生日快乐# 永远会为孟宴臣发疯！魏大勋给角色赋予了丰富的灵魂刻进了骨子里，演员和角色相辅相成彼此成就！孟宴臣生日快乐，演员魏大勋也会越来越好[心] ​@魏大勋 ​,Fri Oct 11 09:15:37 +0800 2024,暂无视频,4487946,915,87,2572241
哼哼搞事业,"https://tvax2.sinaimg.cn/crop.0.0.672.672.180/86f4ada1ly8hotw5h50xuj20io0io0t2.jpg?KID=imgbed,tva&Expires=1728625950&ssig=D7byjxG9wR",887.1万,5650904,1696103,1524190,https://weibo.com/u/2264182177,240,47,101,发布于 天津,我帮李想摘一朵[可怜]#朱一龙##电影志愿军存亡之战# http://t.cn/A6EQBD0T ​,Fri Oct 11 09:15:35 +0800 2024,https://video.weibo.com/show?fid=1034:5088218597752860,3902110,997,23,1448854
Vista看电影,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/006YpXMvly8htd0yoxwexj30e80e8t8y.jpg?KID=imgbed,tva&Expires=1728625950&ssig=3RhQdaxxUW",127.6万,831784,306472,137832,https://weibo.com/u/6389565155,146,33,30,发布于 北京,"#明年春节档电影阵容#
目前预备2025春节档上映电影有《射雕英雄传：侠之大者》《哪吒之魔童闹海》《唐人街1900》《封神第二部》《蛟龙行动》《熊出没11》《无名之辈2》

很多都是续集，相比之下我比较期待封神2和无名之辈2，因为第一部的评分都很高，珠玉在前嘛，看看第二部能不能再创新高[憧憬] ​",Fri Oct 11 09:05:37 +0800 2024,暂无视频,4877115,173,72,1718566
-高学历疯批-,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/732bda19ly8hgdflcpfxbj20dw0dw74i.jpg?KID=imgbed,tva&Expires=1728625953&ssig=WqFxgFdE4l",1683.2万,13897092,1865795,1068927,https://weibo.com/u/1932253721,267,68,46,发布于 贵州,#SM确认洪承汉不退团# 我服了 我还是被这则消息给弹醒的😵‍💫 ​,Fri Oct 11 09:18:59 +0800 2024,暂无视频,3378109,273,35,3676763
星扒客push,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/76e4e5b4ly8gdi949udl3j20u00u0goz.jpg?KID=imgbed,tva&Expires=1728625953&ssig=2b0pH49t0t",2290.5万,9919197,8298970,4686954,https://weibo.com/u/1994712500,493,67,61,发布于 北京,"娜扎央视镜头下的形象真是让人眼前一亮。是大家喜欢的“体制内女友”那般模样。

她的五官精致、眼神灵动、脸型立体，这些特点本已让她在镜头前格外抢眼。穿上白衬衫黑西装，扎起低马尾，整体造型显得既大气干练又不失温柔，给人一种成熟而优雅的感觉。这种气质就像是从高干小说中走出来的女主角一样， ​",Fri Oct 11 09:49:06 +0800 2024,暂无视频,3123009,279,59,1508815
我又用small号发东西了,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007ZJ1xrly8gbsosobqr7j30ro0rotaw.jpg?KID=imgbed,tva&Expires=1728625953&ssig=xcE5LRXAwo",1134.4万,10628982,366369,348914,https://weibo.com/u/7325016997,306,22,9,发布于 河北,"#Jennie新歌#
“This that pretty girl mantra，
She that stunna，
Ereone know that she is me。”
女王我真的跪下了🥵🥵🥵 ​",Fri Oct 11 09:23:18 +0800 2024,暂无视频,4820256,252,99+,1825949
芒果新娱,"https://tvax4.sinaimg.cn/crop.0.0.750.750.180/5ed752a6ly8gci2fitle6j20ku0kuq3o.jpg?KID=imgbed,tva&Expires=1728625953&ssig=BLo40l4Kw8",1.26亿,90375612,18224489,16922760,https://weibo.com/u/1591169702,279,50,15,暂无地区信息,#孟宴臣1011生日快乐# 永远会为孟宴臣发疯！魏大勋给角色赋予了丰富的灵魂刻进了骨子里，演员和角色相辅相成彼此成就！孟宴臣生日快乐，演员魏大勋也会越来越好[心] ​@魏大勋 ​,Fri Oct 11 09:15:37 +0800 2024,暂无视频,2559180,374,40,3550438
哼哼搞事业,"https://tvax2.sinaimg.cn/crop.0.0.672.672.180/86f4ada1ly8hotw5h50xuj20io0io0t2.jpg?KID=imgbed,tva&Expires=1728625953&ssig=QSBsHvJMYQ",887.1万,5650904,1696103,1524190,https://weibo.com/u/2264182177,240,47,101,发布于 天津,我帮李想摘一朵[可怜]#朱一龙##电影志愿军存亡之战# http://t.cn/A6EQBD0T ​,Fri Oct 11 09:15:35 +0800 2024,https://video.weibo.com/show?fid=1034:5088218597752860,4240001,313,17,4551643
Vista看电影,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/006YpXMvly8htd0yoxwexj30e80e8t8y.jpg?KID=imgbed,tva&Expires=1728625953&ssig=7aCkm13Rpd",127.6万,831784,306472,137832,https://weibo.com/u/6389565155,146,33,30,发布于 北京,"#明年春节档电影阵容#
目前预备2025春节档上映电影有《射雕英雄传：侠之大者》《哪吒之魔童闹海》《唐人街1900》《封神第二部》《蛟龙行动》《熊出没11》《无名之辈2》

很多都是续集，相比之下我比较期待封神2和无名之辈2，因为第一部的评分都很高，珠玉在前嘛，看看第二部能不能再创新高[憧憬] ​",Fri Oct 11 09:05:37 +0800 2024,暂无视频,3240894,255,22,4461868
-高学历疯批-,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/732bda19ly8hgdflcpfxbj20dw0dw74i.jpg?KID=imgbed,tva&Expires=1728625956&ssig=bWW8OPA%2FLc",1683.2万,13897092,1865795,1068927,https://weibo.com/u/1932253721,267,68,46,发布于 贵州,#SM确认洪承汉不退团# 我服了 我还是被这则消息给弹醒的😵‍💫 ​,Fri Oct 11 09:18:59 +0800 2024,暂无视频,5624958,742,29,1243603
星扒客push,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/76e4e5b4ly8gdi949udl3j20u00u0goz.jpg?KID=imgbed,tva&Expires=1728625956&ssig=%2FN2mxmhFr9",2290.5万,9919197,8298970,4686954,https://weibo.com/u/1994712500,493,67,61,发布于 北京,"娜扎央视镜头下的形象真是让人眼前一亮。是大家喜欢的“体制内女友”那般模样。

她的五官精致、眼神灵动、脸型立体，这些特点本已让她在镜头前格外抢眼。穿上白衬衫黑西装，扎起低马尾，整体造型显得既大气干练又不失温柔，给人一种成熟而优雅的感觉。这种气质就像是从高干小说中走出来的女主角一样， ​",Fri Oct 11 09:49:06 +0800 2024,暂无视频,4597229,284,22,5146460
我又用small号发东西了,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007ZJ1xrly8gbsosobqr7j30ro0rotaw.jpg?KID=imgbed,tva&Expires=1728625956&ssig=CxiSfRRYrZ",1134.4万,10628982,366369,348914,https://weibo.com/u/7325016997,306,22,9,发布于 河北,"#Jennie新歌#
“This that pretty girl mantra，
She that stunna，
Ereone know that she is me。”
女王我真的跪下了🥵🥵🥵 ​",Fri Oct 11 09:23:18 +0800 2024,暂无视频,6436803,242,11,1500577
芒果新娱,"https://tvax4.sinaimg.cn/crop.0.0.750.750.180/5ed752a6ly8gci2fitle6j20ku0kuq3o.jpg?KID=imgbed,tva&Expires=1728625956&ssig=CImlNINzjQ",1.26亿,90375612,18224489,16922760,https://weibo.com/u/1591169702,279,50,15,暂无地区信息,#孟宴臣1011生日快乐# 永远会为孟宴臣发疯！魏大勋给角色赋予了丰富的灵魂刻进了骨子里，演员和角色相辅相成彼此成就！孟宴臣生日快乐，演员魏大勋也会越来越好[心] ​@魏大勋 ​,Fri Oct 11 09:15:37 +0800 2024,暂无视频,4319831,269,85,2203163
哼哼搞事业,"https://tvax2.sinaimg.cn/crop.0.0.672.672.180/86f4ada1ly8hotw5h50xuj20io0io0t2.jpg?KID=imgbed,tva&Expires=1728625956&ssig=izC3XhP5EE",887.1万,5650904,1696103,1524190,https://weibo.com/u/2264182177,240,47,101,发布于 天津,我帮李想摘一朵[可怜]#朱一龙##电影志愿军存亡之战# http://t.cn/A6EQBD0T ​,Fri Oct 11 09:15:35 +0800 2024,https://video.weibo.com/show?fid=1034:5088218597752860,3144165,417,41,1217999
Vista看电影,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/006YpXMvly8htd0yoxwexj30e80e8t8y.jpg?KID=imgbed,tva&Expires=1728625956&ssig=9FlSUV%2FAIT",127.6万,831784,306472,137832,https://weibo.com/u/6389565155,146,33,30,发布于 北京,"#明年春节档电影阵容#
目前预备2025春节档上映电影有《射雕英雄传：侠之大者》《哪吒之魔童闹海》《唐人街1900》《封神第二部》《蛟龙行动》《熊出没11》《无名之辈2》

很多都是续集，相比之下我比较期待封神2和无名之辈2，因为第一部的评分都很高，珠玉在前嘛，看看第二部能不能再创新高[憧憬] ​",Fri Oct 11 09:05:37 +0800 2024,暂无视频,3886033,416,46,2554401
-高学历疯批-,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/732bda19ly8hgdflcpfxbj20dw0dw74i.jpg?KID=imgbed,tva&Expires=1728625959&ssig=xis1uJsSW0",1683.2万,13897092,1865795,1068927,https://weibo.com/u/1932253721,267,68,46,发布于 贵州,#SM确认洪承汉不退团# 我服了 我还是被这则消息给弹醒的😵‍💫 ​,Fri Oct 11 09:18:59 +0800 2024,暂无视频,9809207,234,57,1152727
星扒客push,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/76e4e5b4ly8gdi949udl3j20u00u0goz.jpg?KID=imgbed,tva&Expires=1728625959&ssig=H2DyeYohua",2290.5万,9919197,8298970,4686954,https://weibo.com/u/1994712500,493,67,61,发布于 北京,"娜扎央视镜头下的形象真是让人眼前一亮。是大家喜欢的“体制内女友”那般模样。

她的五官精致、眼神灵动、脸型立体，这些特点本已让她在镜头前格外抢眼。穿上白衬衫黑西装，扎起低马尾，整体造型显得既大气干练又不失温柔，给人一种成熟而优雅的感觉。这种气质就像是从高干小说中走出来的女主角一样， ​",Fri Oct 11 09:49:06 +0800 2024,暂无视频,8787938,309,88,1636651
我又用small号发东西了,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007ZJ1xrly8gbsosobqr7j30ro0rotaw.jpg?KID=imgbed,tva&Expires=1728625959&ssig=w%2BiQaNPX%2FG",1134.4万,10628982,366369,348914,https://weibo.com/u/7325016997,306,22,9,发布于 河北,"#Jennie新歌#
“This that pretty girl mantra，
She that stunna，
Ereone know that she is me。”
女王我真的跪下了🥵🥵🥵 ​",Fri Oct 11 09:23:18 +0800 2024,暂无视频,7538312,731,24,1973172
芒果新娱,"https://tvax4.sinaimg.cn/crop.0.0.750.750.180/5ed752a6ly8gci2fitle6j20ku0kuq3o.jpg?KID=imgbed,tva&Expires=1728625959&ssig=2XEJKjJ63n",1.26亿,90375612,18224489,16922760,https://weibo.com/u/1591169702,279,50,15,暂无地区信息,#孟宴臣1011生日快乐# 永远会为孟宴臣发疯！魏大勋给角色赋予了丰富的灵魂刻进了骨子里，演员和角色相辅相成彼此成就！孟宴臣生日快乐，演员魏大勋也会越来越好[心] ​@魏大勋 ​,Fri Oct 11 09:15:37 +0800 2024,暂无视频,3167496,208,0,0
哼哼搞事业,"https://tvax2.sinaimg.cn/crop.0.0.672.672.180/86f4ada1ly8hotw5h50xuj20io0io0t2.jpg?KID=imgbed,tva&Expires=1728625959&ssig=gQ355ppBqz",887.1万,5650904,1696103,1524190,https://weibo.com/u/2264182177,240,47,101,发布于 天津,我帮李想摘一朵[可怜]#朱一龙##电影志愿军存亡之战# http://t.cn/A6EQBD0T ​,Fri Oct 11 09:15:35 +0800 2024,https://video.weibo.com/show?fid=1034:5088218597752860,4509176,166,74,2154026
Vista看电影,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/006YpXMvly8htd0yoxwexj30e80e8t8y.jpg?KID=imgbed,tva&Expires=1728625959&ssig=G1e8VOeatk",127.6万,831784,306472,137832,https://weibo.com/u/6389565155,146,33,30,发布于 北京,"#明年春节档电影阵容#
目前预备2025春节档上映电影有《射雕英雄传：侠之大者》《哪吒之魔童闹海》《唐人街1900》《封神第二部》《蛟龙行动》《熊出没11》《无名之辈2》

很多都是续集，相比之下我比较期待封神2和无名之辈2，因为第一部的评分都很高，珠玉在前嘛，看看第二部能不能再创新高[憧憬] ​",Fri Oct 11 09:05:37 +0800 2024,暂无视频,8785103,267,68,1798915
-高学历疯批-,"https://tvax4.sinaimg.cn/crop.0.0.500.500.180/732bda19ly8hgdflcpfxbj20dw0dw74i.jpg?KID=imgbed,tva&Expires=1728625962&ssig=ZWwJQEuCkS",1683.2万,13897092,1865795,1068927,https://weibo.com/u/1932253721,267,68,46,发布于 贵州,#SM确认洪承汉不退团# 我服了 我还是被这则消息给弹醒的😵‍💫 ​,Fri Oct 11 09:18:59 +0800 2024,暂无视频,5966323,371,15,1656408
星扒客push,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/76e4e5b4ly8gdi949udl3j20u00u0goz.jpg?KID=imgbed,tva&Expires=1728625962&ssig=Lh%2Fc%2BwSno5",2290.5万,9919197,8298970,4686954,https://weibo.com/u/1994712500,493,67,61,发布于 北京,"娜扎央视镜头下的形象真是让人眼前一亮。是大家喜欢的“体制内女友”那般模样。

她的五官精致、眼神灵动、脸型立体，这些特点本已让她在镜头前格外抢眼。穿上白衬衫黑西装，扎起低马尾，整体造型显得既大气干练又不失温柔，给人一种成熟而优雅的感觉。这种气质就像是从高干小说中走出来的女主角一样， ​",Fri Oct 11 09:49:06 +0800 2024,暂无视频,4326427,385,18,5218313
我又用small号发东西了,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007ZJ1xrly8gbsosobqr7j30ro0rotaw.jpg?KID=imgbed,tva&Expires=1728625962&ssig=t4DjbBnqri",1134.4万,10628982,366369,348914,https://weibo.com/u/7325016997,306,22,9,发布于 河北,"#Jennie新歌#
“This that pretty girl mantra，
She that stunna，
Ereone know that she is me。”
女王我真的跪下了🥵🥵🥵 ​",Fri Oct 11 09:23:18 +0800 2024,暂无视频,3942961,268,10,3726842
芒果新娱,"https://tvax4.sinaimg.cn/crop.0.0.750.750.180/5ed752a6ly8gci2fitle6j20ku0kuq3o.jpg?KID=imgbed,tva&Expires=1728625962&ssig=yB1t3zBa6D",1.26亿,90375612,18224489,16922760,https://weibo.com/u/1591169702,279,50,15,暂无地区信息,#孟宴臣1011生日快乐# 永远会为孟宴臣发疯！魏大勋给角色赋予了丰富的灵魂刻进了骨子里，演员和角色相辅相成彼此成就！孟宴臣生日快乐，演员魏大勋也会越来越好[心] ​@魏大勋 ​,Fri Oct 11 09:15:37 +0800 2024,暂无视频,9735357,265,48,2033623
